time at capture,time at tracking,x,y,diameter,area
2017-10-06 20:49:14.141595,2017-10-06 20:49:14.245251,243,215,68.03256225585938,1211.5
2017-10-06 20:49:14.302688,2017-10-06 20:49:14.416495,272,270,54.65729522705078,918.5
2017-10-06 20:49:14.472295,2017-10-06 20:49:14.585740,277,286,45.71622085571289,667.0
2017-10-06 20:49:14.642020,2017-10-06 20:49:14.759975,278,294,50.30155563354492,766.5
2017-10-06 20:49:14.831327,2017-10-06 20:49:14.952823,285,292,79.2497787475586,1635.5
2017-10-06 20:49:15.020577,2017-10-06 20:49:15.138556,291,272,89.45387268066406,2816.5
2017-10-06 20:49:15.206284,2017-10-06 20:49:15.326868,285,241,85.28499603271484,2971.5
2017-10-06 20:49:15.395719,2017-10-06 20:49:15.515136,260,157,78.03258514404297,2501.5
2017-10-06 20:49:15.581969,2017-10-06 20:49:15.700803,247,120,68.4083023071289,1577.5
2017-10-06 20:49:15.759397,2017-10-06 20:49:15.870918,229,93,55.74384307861328,837.0
2017-10-06 20:49:15.928666,2017-10-06 20:49:16.040892,197,88,54.082244873046875,669.0
2017-10-06 20:49:16.107078,2017-10-06 20:49:16.234248,186,98,62.62704849243164,1380.0
2017-10-06 20:49:16.302074,2017-10-06 20:49:16.428167,188,128,75.431640625,2521.0
2017-10-06 20:49:16.495402,2017-10-06 20:49:16.610249,207,145,92.03958892822266,2512.0
2017-10-06 20:49:16.680717,2017-10-06 20:49:16.804551,230,181,86.23454284667969,2198.0
2017-10-06 20:49:16.808972,2017-10-06 20:49:16.903269,265,255,70.47789764404297,1534.5
2017-10-06 20:49:16.907317,2017-10-06 20:49:17.016901,275,280,72.72266387939453,1071.0
2017-10-06 20:49:17.063761,2017-10-06 20:49:17.178378,288,314,52.229652404785156,800.0
2017-10-06 20:49:17.247910,2017-10-06 20:49:17.364286,284,315,37.718257904052734,589.5
2017-10-06 20:49:17.432157,2017-10-06 20:49:17.547500,281,312,59.437339782714844,862.5
2017-10-06 20:49:17.607980,2017-10-06 20:49:17.721130,288,312,64.08548736572266,1123.0
2017-10-06 20:49:17.892126,2017-10-06 20:49:18.000354,286,303,74.6447982788086,1979.0
